ProductName,SKU,Category,ItemType,TrackSerials,SerialPrefix,SerialNextNumber,SerialSuffix,Description,DefaultUnitPrice,Markup,IsFixedMarkup,IsTaxInclusivePrice,AGD,Astoria Homes,Beaver Builders,BROOKFIELD,CAS CONSTRUCTION,Country Road Homebuilders,Daniel,David Weekly Homes,DFW Installations,FIG TREE HOMES,FIRST TEXAS HOMES,GH HOMES,Harvest Home Designs,Hunt Homes,Jake Jackson,James Lancaster,JCLI Homes,JOSEPH PAUL HOMES,Key Custom Homes,Malibu Homes,McClintock,Millcreek,NEWPORT HOMEBUILDERS,Pulte ,Stately Design and Renovation,STONEHOLLOW,SUMMA TERRA,TGC Custom Homes,TOLL BROTHERS,TRUTH CONSTRUCTION,TX BUILT CONST,Victor Myers,Villa May,Cost,SpecialTaxRate,LastVendor,VendorProductCode,VendorPrice,BarCode,Uom,SalesUom,SalesUomRatio1,SalesUomRatio2,PurchasingUom,PurchasingUomRatio1,PurchasingUomRatio2,ProductLength,ProductWidth,ProductHeight,ProductWeight,Remarks,CombineQuantityBuildable,AutoManufacture,IsActive
6-5/8 X 6/8 FJ JAMB LH PRIMED W/ 1-3/8 STOP FOR 1-3/8 DOORS,BC001676,DOOR COMPONENTS,Stocked product,FALSE,,,,FOR 1-3/8 DOOR,21.69,150,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.6742,,DW Distribution,,8.67,BC001676,ea.,ea.,1,1,ea.,1,1,,,,,,FALSE,FALSE,TRUE
6-5/8 X 6/8 FJ JAMB RH PRIMED W/ 1-3/8 STOP FOR 1-3/8 DOORS,BC001677,DOOR COMPONENTS,Stocked product,FALSE,,,,FOR 1-3/8 DOOR,21.69,150,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.6742,,DW Distribution,,8.67,BC001677,ea.,ea.,1,1,ea.,1,1,,,,,,FALSE,FALSE,TRUE
6-5/8 X 8/0 FJ JAMB LH PRIMED W/ 1-3/8 STOP FOR 1-3/8 DOORS,BC001678,DOOR COMPONENTS,Stocked product,FALSE,,,,FOR 1-3/8 DOOR,27.05,150,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.82,,DW Distribution,,10.82,BC001678,ea.,ea.,1,1,ea.,1,1,,,,,,FALSE,FALSE,TRUE
6-5/8 X 8/0 FJ JAMB RH PRIMED W/ 1-3/8 STOP FOR 1-3/8 DOORS,BC001679,DOOR COMPONENTS,Stocked product,FALSE,,,,FOR 1-3/8 DOOR,27.05,150,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.82,,DW Distribution,,10.82,BC001679,ea.,ea.,1,1,ea.,1,1,,,,,,FALSE,FALSE,TRUE
T-ASTRAGAL 1-3/8 LH FOR 8/0 ROUTED FOR FLUSH BOLT,BC001680,DOOR COMPONENTS,Stocked product,FALSE,,,,,0,-100,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.54,,Boise Cascade,,43.54,BC001680,ea.,ea.,1,1,ea.,1,1,,,,,,FALSE,FALSE,TRUE
T-ASTRAGAL 1-3/8 RH FOR 8/0 ROUTED FOR FLUSH BOLT,BC001681,DOOR COMPONENTS,Stocked product,FALSE,,,,,0,-100,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.54,,Boise Cascade,,43.54,BC001681,ea.,ea.,1,1,ea.,1,1,,,,,,FALSE,FALSE,TRUE
T-ASTRAGAL 1-3/4 LH FOR 8/0 ROUTED FOR FLUSH BOLT,BC001682,DOOR COMPONENTS,Stocked product,FALSE,,,,,0,-100,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.14,,Boise Cascade,,60.14,BC001682,ea.,ea.,1,1,ea.,1,1,,,,,,FALSE,FALSE,TRUE
T-ASTRAGAL 1-3/4 RH FOR 8/0 ROUTED FOR FLUSH BOLT,BC001683,DOOR COMPONENTS,Stocked product,FALSE,,,,,0,-100,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.14,,Boise Cascade,,60.14,BC001683,ea.,ea.,1,1,ea.,1,1,,,,,,FALSE,FALSE,TRUE
3.5 x 3.5 BLACK HINGE,BC001685,DOOR COMPONENTS,Stocked product,FALSE,,,,,1.68,150,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.67,,Boise Cascade,,0.67,BC001685,ea.,ea.,1,1,ea.,1,1,,,,,,FALSE,FALSE,TRUE
3.5 X 3.5 ORB  HINGE,BC001686,DOOR COMPONENTS,Stocked product,FALSE,,,,,1.73,150,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.69,,Boise Cascade,,0.69,BC001686,ea.,ea.,1,1,ea.,1,1,,,,,,FALSE,FALSE,TRUE
4 x 4 BLACK SPRING HINGE,BC001687,EXTERIOR DOOR SPRING HINGE,Stocked product,FALSE,,,,,13.85,150,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.54,,Boise Cascade,,5.54,BC001687,ea.,ea.,1,1,ea.,1,1,,,,,,FALSE,FALSE,TRUE
4 x 4 SN SPRING HINGE,BC001688,EXTERIOR DOOR SPRING HINGE,Stocked product,FALSE,,,,,13.85,150,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.54,,Boise Cascade,,5.54,BC001688,ea.,ea.,1,1,ea.,1,1,,,,,,FALSE,FALSE,TRUE
4 x 4 SN HINGE,BC001689,DOOR COMPONENTS,Stocked product,FALSE,,,,,3.13,150,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.25,,Boise Cascade,,1.25,BC001689,ea.,ea.,1,1,ea.,1,1,,,,,,FALSE,FALSE,TRUE
4 x 4 BLACK HINGE,BC001690,DOOR COMPONENTS,Stocked product,FALSE,,,,,3.38,150,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.35,,Boise Cascade,,1.35,BC001690,ea.,ea.,1,1,ea.,1,1,,,,,,FALSE,FALSE,TRUE
4 x 4 ORB HINGE,BC001691,DOOR COMPONENTS,Stocked product,FALSE,,,,,4.63,150,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.85,,Boise Cascade,,1.85,BC001691,ea.,ea.,1,1,ea.,1,1,,,,,,FALSE,FALSE,TRUE
DW 2680 PRIMED PINE W/ CLEAR GLASS,BC001692,INTERIOR DOOR,Stocked product,FALSE,,,,,341.88,150,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,136.75188,,DW Distribution,,,BC001692,ea.,ea.,1,1,ea.,1,1,,,,,,FALSE,FALSE,TRUE
BC 2080 CARRARA SMOOTH SC SLAB ONLY,BC001693,INTERIOR DOOR,Stocked product,FALSE,,,,2 PNL SQ TOP   1-3/4  1-3/4'',323.33,150,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,129.33,,Boise Cascade,,129.33,BC001693,ea.,ea.,1,1,ea.,1,1,,,,,,FALSE,FALSE,TRUE
BC 2480 CARRARA SMOOTH SC SLAB ONLY,BC001694,INTERIOR DOOR,Stocked product,FALSE,,,,2 PNL SQ TOP  1-3/4'',339.33,150,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,135.73,,Boise Cascade,,135.73,BC001694,ea.,ea.,1,1,ea.,1,1,,,,,,FALSE,FALSE,TRUE
BC 2680 CARRARA SMOOTH SC SLAB ONLY,BC001695,INTERIOR DOOR,Stocked product,FALSE,,,,2 PNL SQ TOP  1-3/4'',345.43,150,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,138.17,,Boise Cascade,,138.17,BC001695,ea.,ea.,1,1,ea.,1,1,,,,,,FALSE,FALSE,TRUE
BC 2880 CARRARA SMOOTH SC SLAB ONLY,BC001696,INTERIOR DOOR,Stocked product,FALSE,,,,2 PNL SQ TOP 1-3/4'',0,-100,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,137.87,,Boise Cascade,,137.87,BC001696,,,1,1,,1,1,,,,,,FALSE,FALSE,TRUE
3680 1-3/4'' HC DUNNAGE DOOR SLAB ONLY,BC001697,EXTERIOR DOOR,Stocked product,FALSE,,,,,0,,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BC001697,ea.,ea.,1,1,ea.,1,1,,,,,,FALSE,FALSE,TRUE
"BC 3'0"" x 6'8"" LH OS GARAGE 6PNL SC ROCKPORT SMOOTH UNIT, 4-9/16"" JAMB BLACK HINGES",BC001698,EXTERIOR DOOR,Stocked product,FALSE,,,,,0,-100,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,226.08,,,,,BC001698,ea.,ea.,1,1,ea.,1,1,,,,,,FALSE,FALSE,TRUE
"BC 2'4"" x 6'8"" ATTIC ACCESS CUT DOWN (26 1/2"" X 80 1/2"") LH SC ROCKPORT SMOOTH UNIT, 4-9/16"" JB BLK HNGS",BC001699,EXTERIOR DOOR,Stocked product,FALSE,,,,,0,-100,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,263.02,,,,,BC001699,ea.,ea.,1,1,ea.,1,1,,,,,,FALSE,FALSE,TRUE
1680 PRIMED PINE 1 LITE W/ CLEAR GLASS,BC001700,INTERIOR DOOR,Stocked product,FALSE,,,,1-3/8 SLAB,0,-100,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,153.15,,,,,BC001700,ea.,ea.,1,1,ea.,1,1,,,,,,FALSE,FALSE,TRUE
1680 PRIMED PINE 2 LITE W/ CLEAR GLASS,BC001701,INTERIOR DOOR,Stocked product,FALSE,,,,1-3/8'' SLAB,0,-100,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,158.28,,Boise Cascade,,158.28,BC001701,ea.,ea.,1,1,ea.,1,1,,,,,,FALSE,FALSE,TRUE
1680 PRIMED PINE 5 LITE W/ CLEAR GLASS,BC001702,INTERIOR DOOR,Stocked product,FALSE,,,,1-3/8'' SLAB,0,-100,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,169.73,,,,,BC001702,ea.,ea.,1,1,ea.,1,1,,,,,,FALSE,FALSE,TRUE
"C-522 1/1/8"" x 3-1/2"" x 17' ",BC001703,TRIM,Stocked product,FALSE,,,,,18.28,150,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.31,,,,,BC001703,ea.,ea.,1,1,ea.,1,1,,,,,,FALSE,FALSE,TRUE
"DW 2'8"" x 8'0"" LH 1-3/4"" SC 2 PANEL SQUARE 6-5/8"" FJ JAMB",BC001704,TOLL BROTHERS INTERIOR DOORS,Stocked product,FALSE,,,,,616.8,150,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,246.72,,DW Distribution,,,BC001704,,,1,1,,1,1,,,,,,FALSE,FALSE,TRUE
"DW 2'6"" x 8'0"" RH 1-3/4"" SC 2 PANEL SQUARE 4-9/16"" FJ JAMB",BC001705,TOLL BROTHERS INTERIOR DOORS,Stocked product,FALSE,,,,,,,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,300.83,,,,,199.05,,DW Distribution,,,BC001705,ea.,ea.,1,1,ea.,1,1,0,0,0,0,,FALSE,FALSE,TRUE
"DW DBL 2680 RH 1-3/4"" SC 2 PANEL SQUARE T-AST 4-9/16"" FJ JAMB",BC001706,TOLL BROTHERS INTERIOR DOORS,Stocked product,FALSE,,,,,1066.19,150,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,300.83,,,,,426.47667,,DW Distribution,,,BC001706,ea.,ea.,1,1,ea.,1,1,0,0,0,0,,FALSE,FALSE,TRUE
"ADT 2'4"" x 4'0"" LH HC 4-9/16"" FJ JMB SN HNGS",BC001707,MILLCREEK INTERIOR DOORS,Stocked product,FALSE,,,,,0,-100,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,263.7,,,,,,,,,,,,182.9,,,,,BC001707,ea.,ea.,1,1,ea.,1,1,,,,,,FALSE,FALSE,TRUE
"ADT 2'4"" x 4'0"" RH HC 4-9/16"" FJ JMB SN HNGS",BC001708,MILLCREEK INTERIOR DOORS,Stocked product,FALSE,,,,,0,-100,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,263.7,,,,,,,,,,,,182.9,,,,,BC001708,,,1,1,,1,1,,,,,,FALSE,FALSE,TRUE
HWS 3080 6 LITE 3/4 VIEW,BC001709,20 MIN FIRE DOOR,Stocked product,FALSE,,,,,0,-100,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,741.97,,HOELSCHER WEATHERSTIP MFG,,,BC001709,,,1,1,,1,1,,,,,,FALSE,FALSE,TRUE
"DW DBL 2068 RH 1-3/4"" SC RIVERSIDE 4-5/8"" JMB T-AST ",BC001710,TOLL BROTHERS INTERIOR DOORS,Stocked product,FALSE,,,,,0,-100,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,331.25,,DW Distribution,,,BC001710,,,1,1,,1,1,,,,,,FALSE,FALSE,TRUE
"DW 2468 LHIS HC RIVERSIDE 4-9/16"" FJ JAMB",BC001711,TOLL BROTHERS INTERIOR DOORS,Stocked product,FALSE,,,,,0,-100,FALSE,FALSE,157.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94.78,,DW Distribution,,,BC001711,,,1,1,,1,1,,,,,,FALSE,FALSE,TRUE
"DW 2468 RHIS 1-3/4"" SC RIVERSIDE 4-9/16"" FJ JAMB",BC001712,TOLL BROTHERS INTERIOR DOORS,Stocked product,FALSE,,,,,0,-100,FALSE,FALSE,157.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,184.23,,DW Distribution,,,BC001712,,,1,1,,1,1,,,,,,FALSE,FALSE,TRUE
"DW 2468 LHIS 1-3/4"" SC RIVERSIDE 4-9/16"" FJ JAMB",BC001713,TOLL BROTHERS INTERIOR DOORS,Stocked product,FALSE,,,,,0,-100,FALSE,FALSE,157.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94.78,,,,,BC001713,,,1,1,,1,1,,,,,,FALSE,FALSE,TRUE
"DW 2868 LHIS 1-3/4"" SC RIVERSIDE 4-9/16"" FJ JAMB",BC001714,TOLL BROTHERS INTERIOR DOORS,Stocked product,FALSE,,,,,0,-100,FALSE,FALSE,157.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,154.29,,DW Distribution,,,BC001714,,,1,1,,1,1,,,,,,FALSE,FALSE,TRUE
"DW 2868 RHIS 1-3/4"" SC RIVERSIDE 4-9/16"" FJ JAMB",BC001715,TOLL BROTHERS INTERIOR DOORS,Stocked product,FALSE,,,,,0,-100,FALSE,FALSE,157.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,154.29,,DW Distribution,,,BC001715,,,1,1,,1,1,,,,,,FALSE,FALSE,TRUE
"DBL 2480 RH 2 PANEL SQUARE 1-3/4"" SC 4-5/8"" FJ JMB T-ASTRAGAL",BC001716,20 MIN FIRE DOOR,Stocked product,FALSE,,,,,0,-100,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,426.73,,DW Distribution,,,BC001716,,,1,1,,1,1,,,,,,FALSE,FALSE,TRUE
"DW 2468 LHIS HC 2 PANEL SQUARE 4-9/16"" FJ JAMB",BC001717,TOLL BROTHERS INTERIOR DOORS,Stocked product,FALSE,,,,,0,-100,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94.78,,DW Distribution,,,BC001717,,,1,1,,1,1,,,,,,FALSE,FALSE,TRUE
"DW 2468 RHIS HC 2 PANEL SQUARE 4-9/16"" FJ JAMB",BC001718,20 MIN FIRE DOOR,Stocked product,FALSE,,,,,0,-100,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94.78,,DW Distribution,,,BC001718,,,1,1,,1,1,,,,,,FALSE,FALSE,TRUE
DW 2050 ATTIC ACCESS DOOR FULLBOUND W/WS,BC001719,20 MIN FIRE DOOR,Stocked product,FALSE,,,,,0,-100,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,236.48,,DW Distribution,,,BC001719,,,1,1,,1,1,,,,,,FALSE,FALSE,TRUE
"WM-45 5-9/16"" CROWN FJ 16'",BC001720,TRIM,Stocked product,FALSE,,,,,26,150,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.4,,DW Distribution,,10.4,BC001720,ea.,ea.,1,1,ea.,1,1,,,,,,FALSE,FALSE,TRUE
"BC RHIS 3080 TRADITIONS STEEL 829-RT FULL LITE MINI BLINDS DBL BORE 4-9/16""JMB BLK HNGS",BC001721,EXTERIOR DOOR,Stocked product,FALSE,,,,,0,-100,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1068.72,,,,,655.65,,Boise Cascade,,,BC001721,,,1,1,,1,1,,,,,,FALSE,FALSE,TRUE
"BC LHIS 3080 TRADITIONS STEEL 829-RT FULL LITE MINI BLINDS DBL BORE 4-9/16""JMB BLK HNGS",BC001722,EXTERIOR DOOR,Stocked product,FALSE,,,,,0,-100,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1068.72,,,,,655.65,,Boise Cascade,,,BC001722,,,1,1,,1,1,,,,,,FALSE,FALSE,TRUE
"BC RHIS 3068 TRADITIONS STEEL TS100 FLUSH DBL BORE 4-9/16"" JMB BLCK HNGS ",BC001723,EXTERIOR DOOR,Stocked product,FALSE,,,,,0,-100,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,239.4,,Boise Cascade,,,BC001723,,,1,1,,1,1,,,,,,FALSE,FALSE,TRUE
"BC LHIS 3068 2 PNL SQUARE 20 MIN DBL BORE 4-9/16"" JMB SPRNG HNGS",BC001724,20 MIN FIRE DOOR,Stocked product,FALSE,,,,,0,-100,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,221.63,,Boise Cascade,,,BC001724,,,1,1,,1,1,,,,,,FALSE,FALSE,TRUE
3.5 X 3.5 CHROME HINGE,BC001725,INTERIOR DOOR HARDWARE,Stocked product,FALSE,,,,,0,-100,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.87,,Boise Cascade,,0.87,BC001725,ea.,ea.,1,1,ea.,1,1,,,,,,FALSE,FALSE,TRUE
3080 CLEAR PINE 1 LITE W/ FROSTED GLASS,BC001726,INTERIOR DOOR,Stocked product,FALSE,,,,1-3/8'' SLAB,0,-100,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,193.95,,DW Distribution,,,BC001726,ea.,ea.,1,1,ea.,1,1,,,,,,FALSE,FALSE,TRUE
"DW DBL 2080 RH 1-3/4"" SC 2 PANEL SQUARE 4-5/8"" JMB T-AST",BC001727,TOLL BROTHERS INTERIOR DOORS,Stocked product,FALSE,,,,,921.48,150,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368.59,,DW Distribution,,,BC001727,,,1,1,,1,1,,,,,,FALSE,FALSE,TRUE
4 X 4 CHROME HINGE,BC001728,INTERIOR DOOR HARDWARE,Stocked product,FALSE,,,,,0,-100,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.16,,,,,BC001728,ea.,ea.,1,1,ea.,1,1,,,,,,FALSE,FALSE,TRUE
4 X 4 CHROME SPRING HINGE,BC001729,EXTERIOR DOOR SPRING HINGE,Stocked product,FALSE,,,,,0,-100,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.54,,,,,BC001729,ea.,ea.,1,1,ea.,1,1,,,,,,FALSE,FALSE,TRUE
"DW 22"" x 30"" SC ATTIC ACCESS F/B 6-5/8"" JMB W/WTHRSTRPNG",BC001730,20 MIN FIRE DOOR,Stocked product,FALSE,,,,,0,-100,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,263.45,,DW Distribution,,,BC001730,,,1,1,,1,1,,,,,,FALSE,FALSE,TRUE
"DBL 2'6"" x 8'0"" FRENCH FULL LITE, FROSTED GLASS, SINGLE BORE, LHIS, 4-5/8"" FJ PRIMED JAMB, T-ASTRAGAL",BC001731,20 MIN FIRE DOOR,Stocked product,FALSE,,,,,0,,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BC001731,,,1,1,,1,1,,,,,,FALSE,FALSE,TRUE
"DW DBL 2068 RH HC 2 PANEL SQ 4-5/8"" JMB T-AST ",BC001732,20 MIN FIRE DOOR,Stocked product,FALSE,,,,,525.53,150,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,210.21,,DW Distribution,,,BC001732,,,1,1,,1,1,,,,,,FALSE,FALSE,TRUE
DW 2068 1-3/8'' HC LOGAN SLAB ONLY,BC001735,INTERIOR DOOR,Stocked product,FALSE,,,,"UNDERSIZED, DOUBLE BEVELED, 79-1/2'' TALL",0,-100,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.55,,DW Distribution,,,BC001735,ea.,ea.,1,1,ea.,1,1,,,,,,FALSE,FALSE,TRUE
DW 2868 1-3/8'' HC LOGAN SLAB ONLY,BC001736,INTERIOR DOOR,Stocked product,FALSE,,,,"UNDERSIZED, DOUBLE BEVELED, 79-1/2'' TALL",202.18,150,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.87,,DW Distribution,,,BC001736,ea.,ea.,1,1,ea.,1,1,,,,,,FALSE,FALSE,TRUE
DM-3 PG,BC001737,TRIM,Stocked product,FALSE,,,,,0,,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BC001737,,,1,1,,1,1,,,,,,FALSE,FALSE,TRUE
"DBL 2'6"" x 8'0"" FRENCH FULL LITE, FROSTED GLASS, SINGLE BORE, RHIS, 4-5/8"" FJ PRIMED JAMB, T-ASTRAGAL",BC001738,20 MIN FIRE DOOR,Stocked product,FALSE,,,,,0,-100,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,444.6,,DW Distribution,,,BC001738,,,1,1,,1,1,,,,,,FALSE,FALSE,TRUE
"DW DBL 2680 RH 1-3/4"" SC 2 PANEL SQUARE B/C 4-9/16"" FJ JAMB",BC001739,20 MIN FIRE DOOR,Stocked product,FALSE,,,,,0,-100,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,379.11,,DW Distribution,,,BC001739,,,1,1,,1,1,,,,,,FALSE,FALSE,TRUE
"DW 3680 RH DUNNAGE DOOR 6-9/16"" FRAME ONLY",BC001740,20 MIN FIRE DOOR,Stocked product,FALSE,,,,,0,-100,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,226.59,,DW Distribution,,,BC001740,,,1,1,,1,1,,,,,,FALSE,FALSE,TRUE
2'' X 4'' X 10' WESTERN PINE S4S,BC001741,TRIM,Stocked product,FALSE,,,,#2 SYP,7.3,150,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.92,,Boise Cascade,,2.92,BC001741,ea.,ea.,1,1,ea.,1,1,,,,,,FALSE,FALSE,TRUE
2'' X 4'' X 12' WESTERN PINE S4S,BC001742,TRIM,Stocked product,FALSE,,,,,8.86,150,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.54399,,Boise Cascade,,3.544,BC001742,ea.,ea.,1,1,ea.,1,1,,,,,,FALSE,FALSE,TRUE
2'' X 4'' X 16' WESTERN PINE S4S,BC001743,TRIM,Stocked product,FALSE,,,,#2 SYP,14.61,150,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.84534,,Boise Cascade,,5.902,BC001743,ea.,ea.,1,1,ea.,1,1,,,,,,FALSE,FALSE,TRUE
BC 3068 1-3/4'' SC CLASSIC W/ 4-5/8 JAMB AND SILL,BC001744,INTERIOR DOOR,Stocked product,FALSE,,,,"R-HAND, TEXTURED, SGL BORE, ORB SPRING HINGE
PRIMED FJ JAMB, PRIMED 1X4  LOOSE, ADJ SILL W/ COVER ",556.25,150,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,222.5,,Boise Cascade,,222.5,BC001744,ea.,ea.,1,1,ea.,1,1,,,,,,FALSE,FALSE,TRUE
DW 2080 RH HC LOGAN 2 PANEL SLAB BLK HINGES,BC001745,INTERIOR DOOR,Stocked product,FALSE,,,,,0,-100,FALSE,FALSE,,,,,,,,,,,,,,354.71,,,,,,,,,,,,,,,,,,,,130,,DW Distribution,,,BC001745,,,1,1,,1,1,,,,,,FALSE,FALSE,TRUE
DW 2680 LH HC LOGAN 2 PANEL SLAB BLK HINGES,BC001746,INTERIOR DOOR,Stocked product,FALSE,,,,,0,-100,FALSE,FALSE,,,,,,,,,,,,,,354.71,,,,,,,,,,,,,,,,,,,,138.61,,DW Distribution,,,BC001746,,,1,1,,1,1,,,,,,FALSE,FALSE,TRUE
DW 2680 RH HC LOGAN 2 PANEL SLAB BLK HINGES,BC001747,INTERIOR DOOR,Stocked product,FALSE,,,,,0,-100,FALSE,FALSE,,,,,,,,,,,,,,354.71,,,,,,,,,,,,,,,,,,,,138.61,,DW Distribution,,,BC001747,,,1,1,,1,1,,,,,,FALSE,FALSE,TRUE
DW 2480 RH HC LOGAN 2 PANEL SLAB BLK HINGES,BC001748,INTERIOR DOOR,Stocked product,FALSE,,,,,0,-100,FALSE,FALSE,,,,,,,,,,,,,,354.71,,,,,,,,,,,,,,,,,,,,138.61,,DW Distribution,,,BC001748,,,1,1,,1,1,,,,,,FALSE,FALSE,TRUE
DW 2480 LH HC LOGAN 2 PANEL SLAB BLK HINGES,BC001749,INTERIOR DOOR,Stocked product,FALSE,,,,,0,-100,FALSE,FALSE,,,,,,,,,,,,,,354.71,,,,,,,,,,,,,,,,,,,,138.61,,DW Distribution,,,BC001749,,,1,1,,1,1,,,,,,FALSE,FALSE,TRUE
DW 2880 LH HC LOGAN 2 PANEL SLAB BLK HINGES,BC001750,INTERIOR DOOR,Stocked product,FALSE,,,,,0,-100,FALSE,FALSE,,,,,,,,,,,,,,354.71,,,,,,,,,,,,,,,,,,,,142.46,,DW Distribution,,,BC001750,,,1,1,,1,1,,,,,,FALSE,FALSE,TRUE
DW 2880 RH HC LOGAN 2 PANEL SLAB BLK HINGES,BC001751,INTERIOR DOOR,Stocked product,FALSE,,,,,0,-100,FALSE,FALSE,,,,,,,,,,,,,,354.71,,,,,,,,,,,,,,,,,,,,142.46,,DW Distribution,,,BC001751,,,1,1,,1,1,,,,,,FALSE,FALSE,TRUE
DW 2468 RH HC LOGAN 2 PANEL SLAB BLK HINGES,BC001752,INTERIOR DOOR,Stocked product,FALSE,,,,,0,-100,FALSE,FALSE,,,,,,,,,,,,,,354.71,,,,,,,,,,,,,,,,,,,,81.84,,DW Distribution,,,BC001752,,,1,1,,1,1,,,,,,FALSE,FALSE,TRUE
